kanji,kana,meaning,local_score,moji_seen_count,moji_wrong_count,moji_right_count,migration_priority
感謝,かんしゃ,感谢,0,1,1,0,86.0
慌てる,あわてる,惊慌，着慌，慌张；急急忙忙，急忙,0,1,1,0,86.0
手作り,てづくり,自己做，手制,0,1,1,0,86.0
手帳,てちょう,笔记本，手册,0,1,1,0,86.0
打ち合わせ,うちあわせ,商量，磋商；碰头,0,1,1,0,86.0
握手,あくしゅ,握手；和好，合作，妥协,0,1,1,0,86.0
故郷,こきょう,故乡，家乡，老家，出生地；原籍；衣锦还乡,0,1,1,0,86.0
教授,きょうじゅ,教，教授，教学，讲授；教授,0,1,1,0,86.0
旅行会社,りょこうがいしゃ,旅行社,0,1,1,0,86.0
日本酒,にほんしゅ,清酒，日本酒,0,1,1,0,86.0
更に,さらに,更，更加，更进一步；并且，还；再，重新；丝毫，一点（也不）,0,1,1,0,86.0
期間,きかん,期间；期限,0,1,1,0,86.0
模様,もよう,花样；花，花纹；图案；情况，情形；样子；征兆，动静，趋势,0,1,1,0,86.0
歌手,かしゅ,歌手，歌唱家,0,1,1,0,86.0
気に入る,きにいる,称心，称意，中意；喜爱，喜欢,0,1,1,0,86.0
派手,はで,（穿着打扮、样式、色调等）花哨，鲜艳，艳丽，华丽；（态度、行为等）夸张，浮华，讲阔气,0,1,1,0,86.0
火気厳禁,かきげんきん,严禁烟火,0,1,1,0,86.0
片づける,かたづける,清理，整理杂物；放乱的东西收拾好；解决问题；除掉叛徒，清理门户,0,1,1,0,86.0
生地,きじ,本来面目，本色，素质；质地;布料，衣料；素胎，坯子,0,1,1,0,86.0
申込書,もうしこみしょ,申请表，申请书,0,1,1,0,86.0
相手,あいて,伙伴；对方；（竞争）对手,0,1,1,0,86.0
睡眠,すいみん,睡眠，睡觉；休眠，停止活动,0,1,1,0,86.0
研修,けんしゅう,进修钻研，研习,0,1,1,0,86.0
禁煙,きんえん,禁止吸烟；戒烟,0,1,1,0,86.0
立入禁止,たちいりきんし,禁止进入,0,1,1,0,86.0
紅葉,もみじ,（树叶秋天）变红；红叶，枫叶。；槭树，枫树；鹿肉的别称,0,1,1,0,86.0
結ぶ,むすぶ,系，结；结合，系结，连结；建立关系；结合；结成；结盟；勾结；缔结；结束；结尾；扎起来；绑起来,0,1,1,0,86.0
結婚式,けっこんしき,结婚仪式，结婚典礼,0,1,1,0,86.0
絵本,えほん,绘本，图画书,0,1,1,0,86.0
緑茶,りょくちゃ,绿茶日本有玉露、粉茶、粗茶等,0,1,1,0,86.0
肉じゃが,にくじゃが,日式土豆炖牛肉,0,1,1,0,86.0
胡弓,こきゅう,胡琴,0,1,1,0,86.0
航空会社,こうくうがいしゃ,航空公司,0,1,1,0,86.0
船便,ふなびん,通航，通船，便船船舶的班次；海运，海上运输，用船邮寄,0,1,1,0,86.0
色鉛筆,いろえんぴつ,彩色铅笔笔芯带颜色的铅笔,0,1,1,0,86.0
苦手,にがて,不善于；难对付，棘手,0,1,1,0,86.0
薬局,やっきょく,医院的药房，取药处；药剂师开的药房药铺,0,1,1,0,86.0
観光客,かんこうきゃく,游客，游人,0,1,1,0,86.0
記事,きじ,消息，报道，报导,0,1,1,0,86.0
設計,せっけい,设计规划；（一般指）计划指定计划规划,0,1,1,0,86.0
転ぶ,ころぶ,滚，滚转；倒下，跌倒；趋势发展，事态变化；（江户时代信奉耶稣教的人受镇压而）改信佛教；转向,0,1,1,0,86.0
遅刻,ちこく,迟到,0,1,1,0,86.0
革,かわ,皮革,0,1,1,0,86.0
駐車禁止,ちゅうしゃきんし,禁止停车,0,1,1,0,86.0
高級,こうきゅう,高，高级高，上等,0,1,1,0,86.0
お皿,おさら,盘子,0,1,1,0,85.0
ガレージ,がれーじ,garage汽车房，汽车库，车库,0,1,1,0,85.0
バーゲン,ばーげん,bargain廉价出售，大甩卖,0,1,1,0,85.0
ユニーク,ゆにーく,unique独特；独一无二,0,1,1,0,85.0
交通機関,こうつうきかん,交通机关，交通工具,0,1,1,0,85.0
入場料,にゅうじょうりょう,入场费,0,1,1,0,85.0
厳重,げんじゅう,严重，严格，严厉；严肃，庄重,0,1,1,0,85.0
彫刻,ちょうこく,雕刻,0,1,1,0,85.0
明後日,あさって,后天,0,1,1,0,85.0
インターネット,いんたーねっと,Internet因特网,3.3,3,2,1,83.0
信号,しんごう,信号；红绿灯,3.3,3,2,1,83.0
中止,ちゅうし,中止，取消,3.3,3,2,1,82.0
仕舞う,しまう,整理，收拾起来，放起来把东西收放到该放的地方；做完，搞完，干完，亦指结束终了，完了；「～てしまう」完了，光了，尽了 （补助动词）表示该动作全部结束或该状态完成往往表示某事的非志愿发生；关闭，停业,3.3,3,2,1,82.0
在庫,ざいこ,库存；存货,3.3,3,2,1,82.0
変,へん,奇怪，异常,3.3,3,2,1,82.0
家具,かぐ,家具,3.3,3,2,1,82.0
止まる,とまる,停，止住,3.3,3,2,1,82.0
残る,のこる,剩下，留下,3.3,3,2,1,82.0
見つける,みつける,找到，发现,3.3,3,2,1,82.0
頼む,たのむ,请求，托付；依靠,3.3,3,2,1,82.0
休憩,きゅうけい,休息，歇,3.3,3,2,1,81.0
卵焼き,たまごやき,煎鸡蛋；（煎鸡蛋用）方形有柄煎锅,3.3,3,2,1,81.0
完全,かんぜん,完全；完整；完善，完美；圆满,3.3,3,2,1,81.0
拾う,ひろう,拾，捡；打出租车,3.3,3,2,1,81.0
紹介,しょうかい,介绍,3.3,3,2,1,81.0
訪ねる,たずねる,访问，拜访,3.3,3,2,1,81.0
近所,きんじょ,近处，附近,3.3,3,2,1,81.0
集まる,あつまる,汇集，集合,3.3,3,2,1,81.0
飾る,かざる,装饰，装点,3.3,3,2,1,81.0
ネックレス,ねっくれす,necklace，项链装饰颈部到胸口的带状装饰品广义上也包括耳环、项链挂件,3.3,3,2,1,80.0
マフラー,まふらー,muffler围巾；消声器，减音器,3.3,3,2,1,80.0
交通事故,こうつうじこ,车祸，交通事故,3.3,3,2,1,80.0
日常会話,にちじょうかいわ,日常会话,3.3,3,2,1,80.0
歓迎,かんげい,欢迎；款待,3.3,3,2,1,80.0
生産コスト,せいさんこすと,生产成本.,3.3,3,2,1,80.0
預ける,あずける,托付，寄存，寄放，交给将某人或钱物放在别人身边，请其代为照顾或保管；委托，交给委以管理和经营的责任；存钱；倚靠别人，靠把身体靠在别人身上；由别人定把纠纷交给别人解决或把胜负交给别人决定,3.3,3,2,1,80.0
曲,きょく,曲调，曲子；歪曲；趣味，风趣,3.3,3,2,1,79.0
